location,first_rental_day,return_date,gear_name,description,price
St-Luc ,2023-12-15,2023-12-16,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 32.40
St-Luc ,2023-12-15,2023-12-16,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,CHF 15.30
St-Luc ,2023-12-15,2023-12-16,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 32.40
St-Luc ,2023-12-15,2023-12-16,Toboggan,;Comfortable Seating;Easy steering;,CHF 32.40
St-Luc ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 20.70
St-Luc ,2023-12-15,2023-12-17,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 121.50
St-Luc ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 89.10
St-Luc ,2023-12-15,2023-12-17,Telemark Ski Premium,;Type according to availability;,CHF 121.50
St-Luc ,2023-12-15,2023-12-17,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 144.00
St-Luc ,2023-12-15,2023-12-17,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 45.00
St-Luc ,2023-12-15,2023-12-17,Alpine touring ski boots,;Type according to availability;,CHF 54.00
St-Luc ,2023-12-15,2023-12-17,Telemark skiboots,;Type according to availability;,CHF 48.60
St-Luc ,2023-12-15,2023-12-17,Touring Ski exklusiv,;Type according to availability;incl. skins and poles;,CHF 121.50
St-Luc ,2023-12-15,2023-12-17,Skiing jacket adult,;Waterproof;Windproof;Pleasant temperature for your perfect skiing experience;Type according to availability;,CHF 45.00
St-Luc ,2023-12-15,2023-12-17,Skiing pants adult,;Waterproof;Windproof;Perfect fit;Type according to availability;,CHF 45.00
St-Luc ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
St-Luc ,2023-12-15,2023-12-17,Snowboard exclusive,;Unbelieveable edge stability;Extreme Performance;Control in all situations;Type according to availability;,CHF 121.50
St-Luc ,2023-12-15,2023-12-17,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 89.10
St-Luc ,2023-12-15,2023-12-17,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 42.30
St-Luc ,2023-12-15,2023-12-17,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 45.00
St-Luc ,2023-12-15,2023-12-17,Toboggan,;Comfortable Seating;Easy steering;,CHF 45.00
St-Luc ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 27.90
St-Luc ,2023-12-15,2023-12-17,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,CHF 21.60
St. Moritz ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 49.50
St. Moritz ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 39.60
St. Moritz ,2023-12-15,2023-12-15,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 22.50
St. Moritz ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
St. Moritz ,2023-12-15,2023-12-15,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 49.50
St. Moritz ,2023-12-15,2023-12-15,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 39.60
St. Moritz ,2023-12-15,2023-12-15,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 22.50
St. Moritz ,2023-12-15,2023-12-15,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 12.60
St. Moritz ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 9.00
St. Moritz ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 89.10
St. Moritz ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 72.00
St. Moritz ,2023-12-15,2023-12-16,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 40.50
St. Moritz ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
St. Moritz ,2023-12-15,2023-12-16,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 89.10
St. Moritz ,2023-12-15,2023-12-16,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 72.00
St. Moritz ,2023-12-15,2023-12-16,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 40.50
St. Moritz ,2023-12-15,2023-12-16,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 20.70
St. Moritz ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 16.20
St. Moritz ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 116.10
St. Moritz ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Type according to availability;,CHF 89.10
St. Moritz ,2023-12-15,2023-12-17,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 56.70
St. Moritz ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
St. Moritz ,2023-12-15,2023-12-17,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 116.10
St. Moritz ,2023-12-15,2023-12-17,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 89.10
St. Moritz ,2023-12-15,2023-12-17,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 56.70
St. Moritz ,2023-12-15,2023-12-17,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 26.10
St. Moritz ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 22.50
Arosa ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 53.10
Arosa ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 47.70
Arosa ,2023-12-15,2023-12-15,Ski Budget,;Type according to availability;,CHF 39.60
Arosa ,2023-12-15,2023-12-15,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 16.20
Arosa ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 16.20
Arosa ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Arosa ,2023-12-15,2023-12-15,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 47.70
Arosa ,2023-12-15,2023-12-15,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 39.60
Arosa ,2023-12-15,2023-12-15,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 16.20
Arosa ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 7.20
Arosa ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 84.60
Arosa ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 77.40
Arosa ,2023-12-15,2023-12-16,Ski Budget,;Type according to availability;,CHF 68.40
Arosa ,2023-12-15,2023-12-16,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 30.60
Arosa ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 30.60
Arosa ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Arosa ,2023-12-15,2023-12-16,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 77.40
Arosa ,2023-12-15,2023-12-16,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 68.40
Arosa ,2023-12-15,2023-12-16,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 30.60
Arosa ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 11.70
Arosa ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 108.90
Arosa ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Type according to availability;,CHF 99.00
Arosa ,2023-12-15,2023-12-17,Ski Budget,;Type according to availability;,CHF 83.70
Arosa ,2023-12-15,2023-12-17,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 41.40
Arosa ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 41.40
Arosa ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Arosa ,2023-12-15,2023-12-17,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 99.00
Arosa ,2023-12-15,2023-12-17,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 83.70
Arosa ,2023-12-15,2023-12-17,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 41.40
Arosa ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 14.40
St. Moritz ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 49.50
St. Moritz ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 39.60
St. Moritz ,2023-12-15,2023-12-15,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 22.50
St. Moritz ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
St. Moritz ,2023-12-15,2023-12-15,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 49.50
St. Moritz ,2023-12-15,2023-12-15,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 39.60
St. Moritz ,2023-12-15,2023-12-15,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 22.50
St. Moritz ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 9.00
St. Moritz ,2023-12-15,2023-12-15,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 12.60
St. Moritz ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 89.10
St. Moritz ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 72.00
St. Moritz ,2023-12-15,2023-12-16,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 40.50
St. Moritz ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
St. Moritz ,2023-12-15,2023-12-16,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 89.10
St. Moritz ,2023-12-15,2023-12-16,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 72.00
St. Moritz ,2023-12-15,2023-12-16,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 40.50
St. Moritz ,2023-12-15,2023-12-16,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 20.70
